STAGE_NUMBER,STARTING_AT_KM,NAME,INITIAL_ALTITUDE,DISTANCE,AVERAGE_SLOPE,CATEGORY
165,28,Côte de Bénéjacq,0,2.6,6.7,3
165,56,Côte de Loucrup,0,2,7,3
165,95.5,Col du Tourmalet - Souvenir Jacques Goddet,2115,17.1,7.3,H
165,145.5,Montée du Hautacam,1520,13.6,7.8,H
166,195.5,Côte de Monbazillac,0,1.3,7.6,4
168,31,Côte de Briis-sous-Forges,0,0,0,4
169,68,Côte de Cray,0,1.6,7.1,4
169,103.5,Côte de Buttertubs,0,4.5,6.8,3
169,129.5,Côte de Griton Moor,0,3,6.6,3
170,47,Côte de Blubberhouses,0,1.8,6.1,4
170,85,Côte d'Oxenhope Moor,0,3.1,6.4,3
170,112.5,VC Côte de Ripponden,0,1.3,8.6,3
170,119.5,Côte de Greetland,0,1.6,6.7,3
170,143.5,Côte de Holme Moss,0,4.7,7,2
170,167,Côte de Midhopestones,0,2.5,6.1,3
170,175,Côte de Bradfield,0,1,7.4,4
170,182,Côte d'Oughtibridge,0,1.5,9.1,3
170,196,VC Côte de Jenkin Road,0,0.8,10.8,4
172,34,Côte de Campagnette,0,1,6.5,4
172,117.5,Mont Noir,0,1.3,5.7,4
174,107.5,Côte de Coucy-le-Château-Auffrique,0,0.9,6.2,4
174,157,Côte de Roucy,0,1.5,6.2,4
175,217.5,Côte de Maron,0,3.2,5,4
175,229,Côte de Boufflers,0,1.3,7.9,4
176,142,Col de la Croix des Moinats,891,7.6,6,2
176,150,Col de Grosse Pierre,901,3,7.5,2
176,161,Côte de La Mauselaine,0,1.8,10.3,3
177,11.5,Col de la Schlucht,1140,8.6,4.5,2
177,41,Col du Wettstein,0,7.7,4.1,3
177,70,Côte des Cinq Châteaux,0,4.5,6.1,3
177,86,Côte de Gueberschwihr,559,4.1,7.9,2
177,120,Le Markstein,1183,10.8,5.4,1
177,127,Grand Ballon,0,1.4,8.6,3
178,30.5,Col du Firstplan,722,8.3,5.4,2
178,54.5,Petit Ballon,1163,9.3,8.1,1
178,71.5,Col du Platzerwasel,1193,7.1,8.4,1
178,103.5,Col d'Oderen,884,6.7,6.1,2
178,125.5,Col des Croix,0,3.2,6.2,3
178,143.5,Col des Chevrères,914,3.5,9.5,1
178,161.5,La Planche des Belles Filles,1035,5.9,8.5,1
179,141,Côte de Rogna,0,7.6,4.9,3
179,148.5,Côte de Choux,0,1.7,6.5,3
179,152.5,Côte de Désertin,0,3.1,5.2,4
179,168,Côte d'Échallon,0,3,6.6,3
180,58.5,Col de Brouilly,0,1.7,5.1,4
180,83,Côte du Saule-d'Oingt,0,3.8,4.5,3
180,138,Col des Brosses,0,15.3,3.3,3
180,164,Côte de Grammond,0,9.8,2.9,4
181,24,Col de la Croix de Montvieux,0,8,4.1,3
181,152,Col de Palaquit (D57-D512),1154,14.1,6.1,1
181,197.5,Montée de Chamrousse,1730,18.2,7.3,H
182,82,Col du Lautaret,2058,34,3.9,1
182,132.5,Col d'Izoard - Souvenir Henri Desgrange,2360,19,6,H
182,177,Montée de Risoul,1855,12.6,6.9,1
184,25,Côte de Fanjeaux,0,2.4,4.9,4
184,71.5,Côte de Pamiers,0,2.5,5.4,4
184,155,Col de Portet-d'Aspet,1069,5.4,6.9,2
184,176.5,Col des Ares,0,6,5.2,3
184,216,Port de Balès,1755,11.7,7.7,H
185,57.5,Col du Portillon,1292,8.3,7.1,1
185,82,Col de Peyresourde,1569,13.2,7,1
185,102.5,Col de Val Louron-Azet,1580,7.4,8.3,1
185,124.5,Montée de Saint-Lary Pla d'Adet,1680,10.2,8.3,H
186,28,Côte de Bénéjacq,0,2.6,6.7,3
186,56,Côte de Loucrup,0,2,7,3
186,95.5,Col du Tourmalet - Souvenir Jacques Goddet,2115,17.1,7.3,H
186,145.5,Montée du Hautacam,1520,13.6,7.8,H
187,195.5,Côte de Monbazillac,0,1.3,7.6,4
189,31,Côte de Briis-sous-Forges,0,0,0,4
190,68,Côte de Cray,0,1.6,7.1,4
190,103.5,Côte de Buttertubs,0,4.5,6.8,3
190,129.5,Côte de Griton Moor,0,3,6.6,3
191,47,Côte de Blubberhouses,0,1.8,6.1,4
191,85,Côte d'Oxenhope Moor,0,3.1,6.4,3
191,112.5,VC Côte de Ripponden,0,1.3,8.6,3
191,119.5,Côte de Greetland,0,1.6,6.7,3
191,143.5,Côte de Holme Moss,0,4.7,7,2
191,167,Côte de Midhopestones,0,2.5,6.1,3
191,175,Côte de Bradfield,0,1,7.4,4
191,182,Côte d'Oughtibridge,0,1.5,9.1,3
191,196,VC Côte de Jenkin Road,0,0.8,10.8,4
193,34,Côte de Campagnette,0,1,6.5,4
193,117.5,Mont Noir,0,1.3,5.7,4
195,107.5,Côte de Coucy-le-Château-Auffrique,0,0.9,6.2,4
195,157,Côte de Roucy,0,1.5,6.2,4
196,217.5,Côte de Maron,0,3.2,5,4
196,229,Côte de Boufflers,0,1.3,7.9,4
197,142,Col de la Croix des Moinats,891,7.6,6,2
197,150,Col de Grosse Pierre,901,3,7.5,2
197,161,Côte de La Mauselaine,0,1.8,10.3,3
198,11.5,Col de la Schlucht,1140,8.6,4.5,2
198,41,Col du Wettstein,0,7.7,4.1,3
198,70,Côte des Cinq Châteaux,0,4.5,6.1,3
198,86,Côte de Gueberschwihr,559,4.1,7.9,2
198,120,Le Markstein,1183,10.8,5.4,1
198,127,Grand Ballon,0,1.4,8.6,3
199,30.5,Col du Firstplan,722,8.3,5.4,2
199,54.5,Petit Ballon,1163,9.3,8.1,1
199,71.5,Col du Platzerwasel,1193,7.1,8.4,1
199,103.5,Col d'Oderen,884,6.7,6.1,2
199,125.5,Col des Croix,0,3.2,6.2,3
199,143.5,Col des Chevrères,914,3.5,9.5,1
199,161.5,La Planche des Belles Filles,1035,5.9,8.5,1
200,141,Côte de Rogna,0,7.6,4.9,3
200,148.5,Côte de Choux,0,1.7,6.5,3
200,152.5,Côte de Désertin,0,3.1,5.2,4
200,168,Côte d'Échallon,0,3,6.6,3
201,58.5,Col de Brouilly,0,1.7,5.1,4
201,83,Côte du Saule-d'Oingt,0,3.8,4.5,3
201,138,Col des Brosses,0,15.3,3.3,3
201,164,Côte de Grammond,0,9.8,2.9,4
202,24,Col de la Croix de Montvieux,0,8,4.1,3
202,152,Col de Palaquit (D57-D512),1154,14.1,6.1,1
202,197.5,Montée de Chamrousse,1730,18.2,7.3,H
203,82,Col du Lautaret,2058,34,3.9,1
203,132.5,Col d'Izoard - Souvenir Henri Desgrange,2360,19,6,H
203,177,Montée de Risoul,1855,12.6,6.9,1
205,25,Côte de Fanjeaux,0,2.4,4.9,4
205,71.5,Côte de Pamiers,0,2.5,5.4,4
205,155,Col de Portet-d'Aspet,1069,5.4,6.9,2
205,176.5,Col des Ares,0,6,5.2,3
205,216,Port de Balès,1755,11.7,7.7,H
206,57.5,Col du Portillon,1292,8.3,7.1,1
206,82,Col de Peyresourde,1569,13.2,7,1
206,102.5,Col de Val Louron-Azet,1580,7.4,8.3,1
206,124.5,Montée de Saint-Lary Pla d'Adet,1680,10.2,8.3,H
207,28,Côte de Bénéjacq,0,2.6,6.7,3
207,56,Côte de Loucrup,0,2,7,3
207,95.5,Col du Tourmalet - Souvenir Jacques Goddet,2115,17.1,7.3,H
207,145.5,Montée du Hautacam,1520,13.6,7.8,H
208,195.5,Côte de Monbazillac,0,1.3,7.6,4
210,31,Côte de Briis-sous-Forges,0,0,0,4
