STAGE_NUMBER,STARTING_AT_KM,NAME,INITIAL_ALTITUDE,DISTANCE,AVERAGE_SLOPE,CATEGORY
388,161.5,La Planche des Belles Filles,1035,5.9,8.5,1
389,141,Côte de Rogna,0,7.6,4.9,3
389,148.5,Côte de Choux,0,1.7,6.5,3
389,152.5,Côte de Désertin,0,3.1,5.2,4
389,168,Côte d'Échallon,0,3,6.6,3
390,58.5,Col de Brouilly,0,1.7,5.1,4
390,83,Côte du Saule-d'Oingt,0,3.8,4.5,3
390,138,Col des Brosses,0,15.3,3.3,3
390,164,Côte de Grammond,0,9.8,2.9,4
391,24,Col de la Croix de Montvieux,0,8,4.1,3
391,152,Col de Palaquit (D57-D512),1154,14.1,6.1,1
391,197.5,Montée de Chamrousse,1730,18.2,7.3,H
392,82,Col du Lautaret,2058,34,3.9,1
392,132.5,Col d'Izoard - Souvenir Henri Desgrange,2360,19,6,H
392,177,Montée de Risoul,1855,12.6,6.9,1
394,25,Côte de Fanjeaux,0,2.4,4.9,4
394,71.5,Côte de Pamiers,0,2.5,5.4,4
394,155,Col de Portet-d'Aspet,1069,5.4,6.9,2
394,176.5,Col des Ares,0,6,5.2,3
394,216,Port de Balès,1755,11.7,7.7,H
395,57.5,Col du Portillon,1292,8.3,7.1,1
395,82,Col de Peyresourde,1569,13.2,7,1
395,102.5,Col de Val Louron-Azet,1580,7.4,8.3,1
395,124.5,Montée de Saint-Lary Pla d'Adet,1680,10.2,8.3,H
396,28,Côte de Bénéjacq,0,2.6,6.7,3
396,56,Côte de Loucrup,0,2,7,3
396,95.5,Col du Tourmalet - Souvenir Jacques Goddet,2115,17.1,7.3,H
396,145.5,Montée du Hautacam,1520,13.6,7.8,H
397,195.5,Côte de Monbazillac,0,1.3,7.6,4
399,31,Côte de Briis-sous-Forges,0,0,0,4
400,68,Côte de Cray,0,1.6,7.1,4
400,103.5,Côte de Buttertubs,0,4.5,6.8,3
400,129.5,Côte de Griton Moor,0,3,6.6,3
401,47,Côte de Blubberhouses,0,1.8,6.1,4
401,85,Côte d'Oxenhope Moor,0,3.1,6.4,3
401,112.5,VC Côte de Ripponden,0,1.3,8.6,3
401,119.5,Côte de Greetland,0,1.6,6.7,3
401,143.5,Côte de Holme Moss,0,4.7,7,2
401,167,Côte de Midhopestones,0,2.5,6.1,3
401,175,Côte de Bradfield,0,1,7.4,4
401,182,Côte d'Oughtibridge,0,1.5,9.1,3
401,196,VC Côte de Jenkin Road,0,0.8,10.8,4
403,34,Côte de Campagnette,0,1,6.5,4
403,117.5,Mont Noir,0,1.3,5.7,4
405,107.5,Côte de Coucy-le-Château-Auffrique,0,0.9,6.2,4
405,157,Côte de Roucy,0,1.5,6.2,4
406,217.5,Côte de Maron,0,3.2,5,4
406,229,Côte de Boufflers,0,1.3,7.9,4
407,142,Col de la Croix des Moinats,891,7.6,6,2
407,150,Col de Grosse Pierre,901,3,7.5,2
407,161,Côte de La Mauselaine,0,1.8,10.3,3
408,11.5,Col de la Schlucht,1140,8.6,4.5,2
408,41,Col du Wettstein,0,7.7,4.1,3
408,70,Côte des Cinq Châteaux,0,4.5,6.1,3
408,86,Côte de Gueberschwihr,559,4.1,7.9,2
408,120,Le Markstein,1183,10.8,5.4,1
408,127,Grand Ballon,0,1.4,8.6,3
409,30.5,Col du Firstplan,722,8.3,5.4,2
409,54.5,Petit Ballon,1163,9.3,8.1,1
409,71.5,Col du Platzerwasel,1193,7.1,8.4,1
409,103.5,Col d'Oderen,884,6.7,6.1,2
409,125.5,Col des Croix,0,3.2,6.2,3
409,143.5,Col des Chevrères,914,3.5,9.5,1
409,161.5,La Planche des Belles Filles,1035,5.9,8.5,1
410,141,Côte de Rogna,0,7.6,4.9,3
410,148.5,Côte de Choux,0,1.7,6.5,3
410,152.5,Côte de Désertin,0,3.1,5.2,4
410,168,Côte d'Échallon,0,3,6.6,3
411,58.5,Col de Brouilly,0,1.7,5.1,4
411,83,Côte du Saule-d'Oingt,0,3.8,4.5,3
411,138,Col des Brosses,0,15.3,3.3,3
411,164,Côte de Grammond,0,9.8,2.9,4
412,24,Col de la Croix de Montvieux,0,8,4.1,3
412,152,Col de Palaquit (D57-D512),1154,14.1,6.1,1
412,197.5,Montée de Chamrousse,1730,18.2,7.3,H
413,82,Col du Lautaret,2058,34,3.9,1
413,132.5,Col d'Izoard - Souvenir Henri Desgrange,2360,19,6,H
413,177,Montée de Risoul,1855,12.6,6.9,1
415,25,Côte de Fanjeaux,0,2.4,4.9,4
415,71.5,Côte de Pamiers,0,2.5,5.4,4
415,155,Col de Portet-d'Aspet,1069,5.4,6.9,2
415,176.5,Col des Ares,0,6,5.2,3
415,216,Port de Balès,1755,11.7,7.7,H
416,57.5,Col du Portillon,1292,8.3,7.1,1
416,82,Col de Peyresourde,1569,13.2,7,1
416,102.5,Col de Val Louron-Azet,1580,7.4,8.3,1
416,124.5,Montée de Saint-Lary Pla d'Adet,1680,10.2,8.3,H
417,28,Côte de Bénéjacq,0,2.6,6.7,3
417,56,Côte de Loucrup,0,2,7,3
417,95.5,Col du Tourmalet - Souvenir Jacques Goddet,2115,17.1,7.3,H
417,145.5,Montée du Hautacam,1520,13.6,7.8,H
418,195.5,Côte de Monbazillac,0,1.3,7.6,4
420,31,Côte de Briis-sous-Forges,0,0,0,4
421,68,Côte de Cray,0,1.6,7.1,4
421,103.5,Côte de Buttertubs,0,4.5,6.8,3
421,129.5,Côte de Griton Moor,0,3,6.6,3
422,47,Côte de Blubberhouses,0,1.8,6.1,4
422,85,Côte d'Oxenhope Moor,0,3.1,6.4,3
422,112.5,VC Côte de Ripponden,0,1.3,8.6,3
422,119.5,Côte de Greetland,0,1.6,6.7,3
422,143.5,Côte de Holme Moss,0,4.7,7,2
422,167,Côte de Midhopestones,0,2.5,6.1,3
422,175,Côte de Bradfield,0,1,7.4,4
422,182,Côte d'Oughtibridge,0,1.5,9.1,3
422,196,VC Côte de Jenkin Road,0,0.8,10.8,4
424,34,Côte de Campagnette,0,1,6.5,4
424,117.5,Mont Noir,0,1.3,5.7,4
426,107.5,Côte de Coucy-le-Château-Auffrique,0,0.9,6.2,4
426,157,Côte de Roucy,0,1.5,6.2,4
427,217.5,Côte de Maron,0,3.2,5,4
427,229,Côte de Boufflers,0,1.3,7.9,4
428,142,Col de la Croix des Moinats,891,7.6,6,2
428,150,Col de Grosse Pierre,901,3,7.5,2
428,161,Côte de La Mauselaine,0,1.8,10.3,3
429,11.5,Col de la Schlucht,1140,8.6,4.5,2
429,41,Col du Wettstein,0,7.7,4.1,3
429,70,Côte des Cinq Châteaux,0,4.5,6.1,3
429,86,Côte de Gueberschwihr,559,4.1,7.9,2
429,120,Le Markstein,1183,10.8,5.4,1
429,127,Grand Ballon,0,1.4,8.6,3
430,30.5,Col du Firstplan,722,8.3,5.4,2
430,54.5,Petit Ballon,1163,9.3,8.1,1
430,71.5,Col du Platzerwasel,1193,7.1,8.4,1
430,103.5,Col d'Oderen,884,6.7,6.1,2
430,125.5,Col des Croix,0,3.2,6.2,3
430,143.5,Col des Chevrères,914,3.5,9.5,1
430,161.5,La Planche des Belles Filles,1035,5.9,8.5,1
431,141,Côte de Rogna,0,7.6,4.9,3
431,148.5,Côte de Choux,0,1.7,6.5,3
431,152.5,Côte de Désertin,0,3.1,5.2,4
431,168,Côte d'Échallon,0,3,6.6,3
432,58.5,Col de Brouilly,0,1.7,5.1,4
432,83,Côte du Saule-d'Oingt,0,3.8,4.5,3
432,138,Col des Brosses,0,15.3,3.3,3
432,164,Côte de Grammond,0,9.8,2.9,4
433,24,Col de la Croix de Montvieux,0,8,4.1,3
433,152,Col de Palaquit (D57-D512),1154,14.1,6.1,1
433,197.5,Montée de Chamrousse,1730,18.2,7.3,H
434,82,Col du Lautaret,2058,34,3.9,1
434,132.5,Col d'Izoard - Souvenir Henri Desgrange,2360,19,6,H
434,177,Montée de Risoul,1855,12.6,6.9,1
436,25,Côte de Fanjeaux,0,2.4,4.9,4
436,71.5,Côte de Pamiers,0,2.5,5.4,4
436,155,Col de Portet-d'Aspet,1069,5.4,6.9,2
436,176.5,Col des Ares,0,6,5.2,3
436,216,Port de Balès,1755,11.7,7.7,H
437,57.5,Col du Portillon,1292,8.3,7.1,1
437,82,Col de Peyresourde,1569,13.2,7,1
437,102.5,Col de Val Louron-Azet,1580,7.4,8.3,1
437,124.5,Montée de Saint-Lary Pla d'Adet,1680,10.2,8.3,H
438,28,Côte de Bénéjacq,0,2.6,6.7,3
438,56,Côte de Loucrup,0,2,7,3
438,95.5,Col du Tourmalet - Souvenir Jacques Goddet,2115,17.1,7.3,H
438,145.5,Montée du Hautacam,1520,13.6,7.8,H
439,195.5,Côte de Monbazillac,0,1.3,7.6,4
441,31,Côte de Briis-sous-Forges,0,0,0,4
442,68,Côte de Cray,0,1.6,7.1,4
442,103.5,Côte de Buttertubs,0,4.5,6.8,3
442,129.5,Côte de Griton Moor,0,3,6.6,3
443,47,Côte de Blubberhouses,0,1.8,6.1,4
443,85,Côte d'Oxenhope Moor,0,3.1,6.4,3
443,112.5,VC Côte de Ripponden,0,1.3,8.6,3
443,119.5,Côte de Greetland,0,1.6,6.7,3
443,143.5,Côte de Holme Moss,0,4.7,7,2
443,167,Côte de Midhopestones,0,2.5,6.1,3
443,175,Côte de Bradfield,0,1,7.4,4
443,182,Côte d'Oughtibridge,0,1.5,9.1,3
443,196,VC Côte de Jenkin Road,0,0.8,10.8,4
445,34,Côte de Campagnette,0,1,6.5,4
445,117.5,Mont Noir,0,1.3,5.7,4
447,107.5,Côte de Coucy-le-Château-Auffrique,0,0.9,6.2,4
447,157,Côte de Roucy,0,1.5,6.2,4
448,217.5,Côte de Maron,0,3.2,5,4
448,229,Côte de Boufflers,0,1.3,7.9,4
449,142,Col de la Croix des Moinats,891,7.6,6,2
449,150,Col de Grosse Pierre,901,3,7.5,2
449,161,Côte de La Mauselaine,0,1.8,10.3,3
450,11.5,Col de la Schlucht,1140,8.6,4.5,2
450,41,Col du Wettstein,0,7.7,4.1,3
450,70,Côte des Cinq Châteaux,0,4.5,6.1,3
450,86,Côte de Gueberschwihr,559,4.1,7.9,2
450,120,Le Markstein,1183,10.8,5.4,1
450,127,Grand Ballon,0,1.4,8.6,3
451,30.5,Col du Firstplan,722,8.3,5.4,2
451,54.5,Petit Ballon,1163,9.3,8.1,1
451,71.5,Col du Platzerwasel,1193,7.1,8.4,1
451,103.5,Col d'Oderen,884,6.7,6.1,2
451,125.5,Col des Croix,0,3.2,6.2,3
451,143.5,Col des Chevrères,914,3.5,9.5,1
451,161.5,La Planche des Belles Filles,1035,5.9,8.5,1
452,141,Côte de Rogna,0,7.6,4.9,3
452,148.5,Côte de Choux,0,1.7,6.5,3
452,152.5,Côte de Désertin,0,3.1,5.2,4
452,168,Côte d'Échallon,0,3,6.6,3
453,58.5,Col de Brouilly,0,1.7,5.1,4
453,83,Côte du Saule-d'Oingt,0,3.8,4.5,3
453,138,Col des Brosses,0,15.3,3.3,3
453,164,Côte de Grammond,0,9.8,2.9,4
454,24,Col de la Croix de Montvieux,0,8,4.1,3
454,152,Col de Palaquit (D57-D512),1154,14.1,6.1,1
454,197.5,Montée de Chamrousse,1730,18.2,7.3,H
455,82,Col du Lautaret,2058,34,3.9,1
455,132.5,Col d'Izoard - Souvenir Henri Desgrange,2360,19,6,H
455,177,Montée de Risoul,1855,12.6,6.9,1
457,25,Côte de Fanjeaux,0,2.4,4.9,4
457,71.5,Côte de Pamiers,0,2.5,5.4,4
457,155,Col de Portet-d'Aspet,1069,5.4,6.9,2
457,176.5,Col des Ares,0,6,5.2,3
457,216,Port de Balès,1755,11.7,7.7,H
458,57.5,Col du Portillon,1292,8.3,7.1,1
458,82,Col de Peyresourde,1569,13.2,7,1
458,102.5,Col de Val Louron-Azet,1580,7.4,8.3,1
458,124.5,Montée de Saint-Lary Pla d'Adet,1680,10.2,8.3,H
459,28,Côte de Bénéjacq,0,2.6,6.7,3
459,56,Côte de Loucrup,0,2,7,3
459,95.5,Col du Tourmalet - Souvenir Jacques Goddet,2115,17.1,7.3,H
459,145.5,Montée du Hautacam,1520,13.6,7.8,H
460,195.5,Côte de Monbazillac,0,1.3,7.6,4
462,31,Côte de Briis-sous-Forges,0,0,0,4
463,68,Côte de Cray,0,1.6,7.1,4
463,103.5,Côte de Buttertubs,0,4.5,6.8,3
463,129.5,Côte de Griton Moor,0,3,6.6,3
464,47,Côte de Blubberhouses,0,1.8,6.1,4
464,85,Côte d'Oxenhope Moor,0,3.1,6.4,3
464,112.5,VC Côte de Ripponden,0,1.3,8.6,3
464,119.5,Côte de Greetland,0,1.6,6.7,3
464,143.5,Côte de Holme Moss,0,4.7,7,2
464,167,Côte de Midhopestones,0,2.5,6.1,3
464,175,Côte de Bradfield,0,1,7.4,4
464,182,Côte d'Oughtibridge,0,1.5,9.1,3
464,196,VC Côte de Jenkin Road,0,0.8,10.8,4
466,34,Côte de Campagnette,0,1,6.5,4
466,117.5,Mont Noir,0,1.3,5.7,4
468,107.5,Côte de Coucy-le-Château-Auffrique,0,0.9,6.2,4
468,157,Côte de Roucy,0,1.5,6.2,4
469,217.5,Côte de Maron,0,3.2,5,4
469,229,Côte de Boufflers,0,1.3,7.9,4
470,142,Col de la Croix des Moinats,891,7.6,6,2
470,150,Col de Grosse Pierre,901,3,7.5,2
470,161,Côte de La Mauselaine,0,1.8,10.3,3
471,11.5,Col de la Schlucht,1140,8.6,4.5,2
471,41,Col du Wettstein,0,7.7,4.1,3
471,70,Côte des Cinq Châteaux,0,4.5,6.1,3
471,86,Côte de Gueberschwihr,559,4.1,7.9,2
471,120,Le Markstein,1183,10.8,5.4,1
471,127,Grand Ballon,0,1.4,8.6,3
472,30.5,Col du Firstplan,722,8.3,5.4,2
472,54.5,Petit Ballon,1163,9.3,8.1,1
472,71.5,Col du Platzerwasel,1193,7.1,8.4,1
472,103.5,Col d'Oderen,884,6.7,6.1,2
472,125.5,Col des Croix,0,3.2,6.2,3
472,143.5,Col des Chevrères,914,3.5,9.5,1
472,161.5,La Planche des Belles Filles,1035,5.9,8.5,1
473,141,Côte de Rogna,0,7.6,4.9,3
473,148.5,Côte de Choux,0,1.7,6.5,3
473,152.5,Côte de Désertin,0,3.1,5.2,4
473,168,Côte d'Échallon,0,3,6.6,3
474,58.5,Col de Brouilly,0,1.7,5.1,4
474,83,Côte du Saule-d'Oingt,0,3.8,4.5,3
474,138,Col des Brosses,0,15.3,3.3,3
474,164,Côte de Grammond,0,9.8,2.9,4
475,24,Col de la Croix de Montvieux,0,8,4.1,3
475,152,Col de Palaquit (D57-D512),1154,14.1,6.1,1
475,197.5,Montée de Chamrousse,1730,18.2,7.3,H
476,82,Col du Lautaret,2058,34,3.9,1
476,132.5,Col d'Izoard - Souvenir Henri Desgrange,2360,19,6,H
476,177,Montée de Risoul,1855,12.6,6.9,1
478,25,Côte de Fanjeaux,0,2.4,4.9,4
478,71.5,Côte de Pamiers,0,2.5,5.4,4
478,155,Col de Portet-d'Aspet,1069,5.4,6.9,2
478,176.5,Col des Ares,0,6,5.2,3
478,216,Port de Balès,1755,11.7,7.7,H
479,57.5,Col du Portillon,1292,8.3,7.1,1
479,82,Col de Peyresourde,1569,13.2,7,1
479,102.5,Col de Val Louron-Azet,1580,7.4,8.3,1
479,124.5,Montée de Saint-Lary Pla d'Adet,1680,10.2,8.3,H
480,28,Côte de Bénéjacq,0,2.6,6.7,3
480,56,Côte de Loucrup,0,2,7,3
480,95.5,Col du Tourmalet - Souvenir Jacques Goddet,2115,17.1,7.3,H
480,145.5,Montée du Hautacam,1520,13.6,7.8,H
481,195.5,Côte de Monbazillac,0,1.3,7.6,4
483,31,Côte de Briis-sous-Forges,0,0,0,4
484,68,Côte de Cray,0,1.6,7.1,4
484,103.5,Côte de Buttertubs,0,4.5,6.8,3
484,129.5,Côte de Griton Moor,0,3,6.6,3
485,47,Côte de Blubberhouses,0,1.8,6.1,4
485,85,Côte d'Oxenhope Moor,0,3.1,6.4,3
485,112.5,VC Côte de Ripponden,0,1.3,8.6,3
485,119.5,Côte de Greetland,0,1.6,6.7,3
485,143.5,Côte de Holme Moss,0,4.7,7,2
485,167,Côte de Midhopestones,0,2.5,6.1,3
485,175,Côte de Bradfield,0,1,7.4,4
485,182,Côte d'Oughtibridge,0,1.5,9.1,3
485,196,VC Côte de Jenkin Road,0,0.8,10.8,4
487,34,Côte de Campagnette,0,1,6.5,4
487,117.5,Mont Noir,0,1.3,5.7,4
489,107.5,Côte de Coucy-le-Château-Auffrique,0,0.9,6.2,4
489,157,Côte de Roucy,0,1.5,6.2,4
490,217.5,Côte de Maron,0,3.2,5,4
490,229,Côte de Boufflers,0,1.3,7.9,4
491,142,Col de la Croix des Moinats,891,7.6,6,2
491,150,Col de Grosse Pierre,901,3,7.5,2
491,161,Côte de La Mauselaine,0,1.8,10.3,3
492,11.5,Col de la Schlucht,1140,8.6,4.5,2
492,41,Col du Wettstein,0,7.7,4.1,3
492,70,Côte des Cinq Châteaux,0,4.5,6.1,3
492,86,Côte de Gueberschwihr,559,4.1,7.9,2
492,120,Le Markstein,1183,10.8,5.4,1
492,127,Grand Ballon,0,1.4,8.6,3
493,30.5,Col du Firstplan,722,8.3,5.4,2
493,54.5,Petit Ballon,1163,9.3,8.1,1
493,71.5,Col du Platzerwasel,1193,7.1,8.4,1
493,103.5,Col d'Oderen,884,6.7,6.1,2
493,125.5,Col des Croix,0,3.2,6.2,3
493,143.5,Col des Chevrères,914,3.5,9.5,1
493,161.5,La Planche des Belles Filles,1035,5.9,8.5,1
494,141,Côte de Rogna,0,7.6,4.9,3
494,148.5,Côte de Choux,0,1.7,6.5,3
494,152.5,Côte de Désertin,0,3.1,5.2,4
494,168,Côte d'Échallon,0,3,6.6,3
495,58.5,Col de Brouilly,0,1.7,5.1,4
495,83,Côte du Saule-d'Oingt,0,3.8,4.5,3
495,138,Col des Brosses,0,15.3,3.3,3
495,164,Côte de Grammond,0,9.8,2.9,4
496,24,Col de la Croix de Montvieux,0,8,4.1,3
496,152,Col de Palaquit (D57-D512),1154,14.1,6.1,1
496,197.5,Montée de Chamrousse,1730,18.2,7.3,H
497,82,Col du Lautaret,2058,34,3.9,1
497,132.5,Col d'Izoard - Souvenir Henri Desgrange,2360,19,6,H
497,177,Montée de Risoul,1855,12.6,6.9,1
499,25,Côte de Fanjeaux,0,2.4,4.9,4
499,71.5,Côte de Pamiers,0,2.5,5.4,4
499,155,Col de Portet-d'Aspet,1069,5.4,6.9,2
499,176.5,Col des Ares,0,6,5.2,3
499,216,Port de Balès,1755,11.7,7.7,H
500,57.5,Col du Portillon,1292,8.3,7.1,1
500,82,Col de Peyresourde,1569,13.2,7,1
500,102.5,Col de Val Louron-Azet,1580,7.4,8.3,1
500,124.5,Montée de Saint-Lary Pla d'Adet,1680,10.2,8.3,H
501,28,Côte de Bénéjacq,0,2.6,6.7,3
501,56,Côte de Loucrup,0,2,7,3
501,95.5,Col du Tourmalet - Souvenir Jacques Goddet,2115,17.1,7.3,H
501,145.5,Montée du Hautacam,1520,13.6,7.8,H
502,195.5,Côte de Monbazillac,0,1.3,7.6,4
504,31,Côte de Briis-sous-Forges,0,0,0,4
505,68,Côte de Cray,0,1.6,7.1,4
505,103.5,Côte de Buttertubs,0,4.5,6.8,3
505,129.5,Côte de Griton Moor,0,3,6.6,3
506,47,Côte de Blubberhouses,0,1.8,6.1,4
506,85,Côte d'Oxenhope Moor,0,3.1,6.4,3
506,112.5,VC Côte de Ripponden,0,1.3,8.6,3
506,119.5,Côte de Greetland,0,1.6,6.7,3
506,143.5,Côte de Holme Moss,0,4.7,7,2
506,167,Côte de Midhopestones,0,2.5,6.1,3
506,175,Côte de Bradfield,0,1,7.4,4
506,182,Côte d'Oughtibridge,0,1.5,9.1,3
506,196,VC Côte de Jenkin Road,0,0.8,10.8,4
508,34,Côte de Campagnette,0,1,6.5,4
508,117.5,Mont Noir,0,1.3,5.7,4
510,107.5,Côte de Coucy-le-Château-Auffrique,0,0.9,6.2,4
510,157,Côte de Roucy,0,1.5,6.2,4
511,217.5,Côte de Maron,0,3.2,5,4
511,229,Côte de Boufflers,0,1.3,7.9,4
512,142,Col de la Croix des Moinats,891,7.6,6,2
512,150,Col de Grosse Pierre,901,3,7.5,2
512,161,Côte de La Mauselaine,0,1.8,10.3,3
513,11.5,Col de la Schlucht,1140,8.6,4.5,2
513,41,Col du Wettstein,0,7.7,4.1,3
513,70,Côte des Cinq Châteaux,0,4.5,6.1,3
513,86,Côte de Gueberschwihr,559,4.1,7.9,2
513,120,Le Markstein,1183,10.8,5.4,1
513,127,Grand Ballon,0,1.4,8.6,3
514,30.5,Col du Firstplan,722,8.3,5.4,2
514,54.5,Petit Ballon,1163,9.3,8.1,1
514,71.5,Col du Platzerwasel,1193,7.1,8.4,1
514,103.5,Col d'Oderen,884,6.7,6.1,2
514,125.5,Col des Croix,0,3.2,6.2,3
514,143.5,Col des Chevrères,914,3.5,9.5,1
514,161.5,La Planche des Belles Filles,1035,5.9,8.5,1
515,141,Côte de Rogna,0,7.6,4.9,3
515,148.5,Côte de Choux,0,1.7,6.5,3
515,152.5,Côte de Désertin,0,3.1,5.2,4
515,168,Côte d'Échallon,0,3,6.6,3
516,58.5,Col de Brouilly,0,1.7,5.1,4
516,83,Côte du Saule-d'Oingt,0,3.8,4.5,3
516,138,Col des Brosses,0,15.3,3.3,3
516,164,Côte de Grammond,0,9.8,2.9,4
517,24,Col de la Croix de Montvieux,0,8,4.1,3
517,152,Col de Palaquit (D57-D512),1154,14.1,6.1,1
517,197.5,Montée de Chamrousse,1730,18.2,7.3,H
518,82,Col du Lautaret,2058,34,3.9,1
518,132.5,Col d'Izoard - Souvenir Henri Desgrange,2360,19,6,H
518,177,Montée de Risoul,1855,12.6,6.9,1
520,25,Côte de Fanjeaux,0,2.4,4.9,4
520,71.5,Côte de Pamiers,0,2.5,5.4,4
520,155,Col de Portet-d'Aspet,1069,5.4,6.9,2
520,176.5,Col des Ares,0,6,5.2,3
520,216,Port de Balès,1755,11.7,7.7,H
521,57.5,Col du Portillon,1292,8.3,7.1,1
521,82,Col de Peyresourde,1569,13.2,7,1
521,102.5,Col de Val Louron-Azet,1580,7.4,8.3,1
521,124.5,Montée de Saint-Lary Pla d'Adet,1680,10.2,8.3,H
522,28,Côte de Bénéjacq,0,2.6,6.7,3
522,56,Côte de Loucrup,0,2,7,3
522,95.5,Col du Tourmalet - Souvenir Jacques Goddet,2115,17.1,7.3,H
522,145.5,Montée du Hautacam,1520,13.6,7.8,H
523,195.5,Côte de Monbazillac,0,1.3,7.6,4
525,31,Côte de Briis-sous-Forges,0,0,0,4
526,68,Côte de Cray,0,1.6,7.1,4
526,103.5,Côte de Buttertubs,0,4.5,6.8,3
526,129.5,Côte de Griton Moor,0,3,6.6,3
527,47,Côte de Blubberhouses,0,1.8,6.1,4
527,85,Côte d'Oxenhope Moor,0,3.1,6.4,3
527,112.5,VC Côte de Ripponden,0,1.3,8.6,3
527,119.5,Côte de Greetland,0,1.6,6.7,3
527,143.5,Côte de Holme Moss,0,4.7,7,2
527,167,Côte de Midhopestones,0,2.5,6.1,3
527,175,Côte de Bradfield,0,1,7.4,4
527,182,Côte d'Oughtibridge,0,1.5,9.1,3
527,196,VC Côte de Jenkin Road,0,0.8,10.8,4
529,34,Côte de Campagnette,0,1,6.5,4
529,117.5,Mont Noir,0,1.3,5.7,4
531,107.5,Côte de Coucy-le-Château-Auffrique,0,0.9,6.2,4
531,157,Côte de Roucy,0,1.5,6.2,4
532,217.5,Côte de Maron,0,3.2,5,4
532,229,Côte de Boufflers,0,1.3,7.9,4
533,142,Col de la Croix des Moinats,891,7.6,6,2
533,150,Col de Grosse Pierre,901,3,7.5,2
533,161,Côte de La Mauselaine,0,1.8,10.3,3
534,11.5,Col de la Schlucht,1140,8.6,4.5,2
534,41,Col du Wettstein,0,7.7,4.1,3
534,70,Côte des Cinq Châteaux,0,4.5,6.1,3
534,86,Côte de Gueberschwihr,559,4.1,7.9,2
534,120,Le Markstein,1183,10.8,5.4,1
534,127,Grand Ballon,0,1.4,8.6,3
535,30.5,Col du Firstplan,722,8.3,5.4,2
535,54.5,Petit Ballon,1163,9.3,8.1,1
535,71.5,Col du Platzerwasel,1193,7.1,8.4,1
535,103.5,Col d'Oderen,884,6.7,6.1,2
535,125.5,Col des Croix,0,3.2,6.2,3
535,143.5,Col des Chevrères,914,3.5,9.5,1
535,161.5,La Planche des Belles Filles,1035,5.9,8.5,1
536,141,Côte de Rogna,0,7.6,4.9,3
536,148.5,Côte de Choux,0,1.7,6.5,3
536,152.5,Côte de Désertin,0,3.1,5.2,4
536,168,Côte d'Échallon,0,3,6.6,3
537,58.5,Col de Brouilly,0,1.7,5.1,4
537,83,Côte du Saule-d'Oingt,0,3.8,4.5,3
537,138,Col des Brosses,0,15.3,3.3,3
537,164,Côte de Grammond,0,9.8,2.9,4
538,24,Col de la Croix de Montvieux,0,8,4.1,3
538,152,Col de Palaquit (D57-D512),1154,14.1,6.1,1
538,197.5,Montée de Chamrousse,1730,18.2,7.3,H
539,82,Col du Lautaret,2058,34,3.9,1
539,132.5,Col d'Izoard - Souvenir Henri Desgrange,2360,19,6,H
539,177,Montée de Risoul,1855,12.6,6.9,1
541,25,Côte de Fanjeaux,0,2.4,4.9,4
541,71.5,Côte de Pamiers,0,2.5,5.4,4
541,155,Col de Portet-d'Aspet,1069,5.4,6.9,2
541,176.5,Col des Ares,0,6,5.2,3
541,216,Port de Balès,1755,11.7,7.7,H
542,57.5,Col du Portillon,1292,8.3,7.1,1
542,82,Col de Peyresourde,1569,13.2,7,1
542,102.5,Col de Val Louron-Azet,1580,7.4,8.3,1
542,124.5,Montée de Saint-Lary Pla d'Adet,1680,10.2,8.3,H
543,28,Côte de Bénéjacq,0,2.6,6.7,3
543,56,Côte de Loucrup,0,2,7,3
543,95.5,Col du Tourmalet - Souvenir Jacques Goddet,2115,17.1,7.3,H
543,145.5,Montée du Hautacam,1520,13.6,7.8,H
544,195.5,Côte de Monbazillac,0,1.3,7.6,4
546,31,Côte de Briis-sous-Forges,0,0,0,4
547,68,Côte de Cray,0,1.6,7.1,4
547,103.5,Côte de Buttertubs,0,4.5,6.8,3
547,129.5,Côte de Griton Moor,0,3,6.6,3
548,47,Côte de Blubberhouses,0,1.8,6.1,4
548,85,Côte d'Oxenhope Moor,0,3.1,6.4,3
548,112.5,VC Côte de Ripponden,0,1.3,8.6,3
548,119.5,Côte de Greetland,0,1.6,6.7,3
548,143.5,Côte de Holme Moss,0,4.7,7,2
548,167,Côte de Midhopestones,0,2.5,6.1,3
548,175,Côte de Bradfield,0,1,7.4,4
548,182,Côte d'Oughtibridge,0,1.5,9.1,3
548,196,VC Côte de Jenkin Road,0,0.8,10.8,4
550,34,Côte de Campagnette,0,1,6.5,4
550,117.5,Mont Noir,0,1.3,5.7,4
552,107.5,Côte de Coucy-le-Château-Auffrique,0,0.9,6.2,4
552,157,Côte de Roucy,0,1.5,6.2,4
553,217.5,Côte de Maron,0,3.2,5,4
553,229,Côte de Boufflers,0,1.3,7.9,4
554,142,Col de la Croix des Moinats,891,7.6,6,2
554,150,Col de Grosse Pierre,901,3,7.5,2
554,161,Côte de La Mauselaine,0,1.8,10.3,3
555,11.5,Col de la Schlucht,1140,8.6,4.5,2
555,41,Col du Wettstein,0,7.7,4.1,3
555,70,Côte des Cinq Châteaux,0,4.5,6.1,3
555,86,Côte de Gueberschwihr,559,4.1,7.9,2
555,120,Le Markstein,1183,10.8,5.4,1
555,127,Grand Ballon,0,1.4,8.6,3
556,30.5,Col du Firstplan,722,8.3,5.4,2
556,54.5,Petit Ballon,1163,9.3,8.1,1
